Person;Affiliation;PrimaryKey
Smt. Atul Sharma; Secretary Sankalp Shiksha Prasar Samiti;2710
Smt. Atul Sharma; Secretary Sankalp Shiksha Prasar Samiti;2711
Deputy Director; I & PR Department;2712
Shri Vishwas Kumar;Pro. U&H Polio Hospital;2713
Smt. V. Usha Rani; IAS;2714
Shri D.S. Murthy; former Commissioner & Director of Marketing Govt. of Andhra Pradesh;2715
Shri D.S. Murthy; former Commissioner & Director of Marketing Govt. of Andhra Pradesh;2716
Shri D.S. Murthy; former Commissioner & Director of Marketing Govt. of Andhra Pradesh;2717
Shri Rajendra P. Chitale; Managing Partners M.P. Chitale & Сo.;2719
Ms. Sheela Patel; Director Society for Promotion of Area Resources Centre;2720
Deputy General Manager (Legal); South Eastern Coal Fields Ltd.;2721
Shri Ravi Kumar Sharma; Partner M/s Adhunik Alankar Bankers & Jewellers;2722
editor; Dainik Jagran;2723
Shri D.C. Pandey; Information District Officer;2724
Shri S. Krishnananda Partner; Chatra Durgamba Motors;2725
editor; Kannada Vidhatha;2725
editor; Gujarat Samachar;2726
Dainik Ganadoot; Bengali Daily;2727
Shri Kumod Kumar; Police Sub Inspector;2731
Shri B.S.P. Roy; Jt. Commissioner of Commercial Taxes;2732
Shri J.C. Mohapatra; Chief of Communication SAIL;2733
U.K.Thakur; Manager Bihar State Hydroelectric Power Corporation;2734
Shri B.K. Sinha; Income Tax Officer;2735
Shri Hari Mohan Sharma; Dy. Director Bhilwara Khadi Gramodyog Board;2739
Shri Hari Mohan Sharma; Dy. Director Bhilwara Khadi Gramodyog Board;2740
editor; Inside Report;2740
editor; Patrika;2743
editor; Dashpur Express;2744
Dr. Smt. Chandra Saita; Assistant Director (Rajbhasha) Employees Provident Fund Organisation;2745
Shri S.K. Taran; Manager Jila Sahakari;2746
editor; Rashtriya Hindi Mail;2747
Dainik Bhaskar; Satna;2748
editor; Jansatta Express;2749
Dr. C.D. Narshimha Reddy; Editor Public Relations Voice;2753
Editor; Economic Times;2753
Shri Sanjay Kumar Bansal; Advocate/Chairman Desh Kalyan Samiti;2754
Shri Sanjay Kumar Bansal; Advocate/Chairman Desh Kalyan Samiti;2755
Shri Sanjay Kumar Bansal; Advocate/Chairman Desh Kalyan Samiti;2756
Prof. D.P.S. Verma; Delhi School of Economics;2757
Shiv Ranjan Singh; President Aasra Samajik Seva Sanstha;2758
President; Bhartiya Sanskriti Vikas Sanstha;2760
editor; Rajasthan Patrika;2760
President; Bhartiya Sanskriti Vikas Sanstha;2761
President; Bhartiya Sanskriti Vikas Sanstha;2762
Shri Tarlochan Singh; Chairman National Commission for Minorities;2764
Shri Abdul Rahim Quraishi; All India Muslim Personal Law Board;2768
Assistant General Secretary; All India Muslim Personal Law Board;2768
Dr. Krishen Kak; IAS;2769
Dr. Krishen Kak; IAS;2770
Shri V.H. Dalmia; President Vishva Hindu Parishad;2771
Shri V.H. Dalmia; President Vishva Hindu Parishad;2772
Shri Mongwati Aier; Deputy Resident Commissioner Nagaland House;2775
editor; North East Herald;2775
editor; TheAsian New Delhi;2776
Dr. Dharmvir; Secretary Paropkarini Sabha;2777
Ajmer editor; Dainik Jagran;2777
Sh. B K Tiwari; Execu-tive Editor The Deshbandhu;2779
Editor; Dainik Jagran;2780
Mr. Justice P Kodanda Ramayya; Chairman Special Court;2781
Mr. Justice P. Kodan-da Ramayya; Chairman Special Court;2782
Chairman; Board of Electro Homoeopathic Medicine;2787
District Secretary;of Bihar State Non-gazetted Employees Federation;2788
Editor; Agradoot;2789
General Manager & Reporter;of Bennett Coleman & Co. Ltd.;2791
Editor; Parivartan Bharti;2792
Sh. B K Tiwari; Execu-tive Editor The Deshbandhu;2793
Sh. PR Kapoor; Way Inspector Northern Railway's;2794
Chief Executive; Chitralekha a Gujarat: News Week-ly;2798
Sh.K.C John; Direc-tor Institute of Journalism;2801
Sh. K.C. John; Director Institute of Journalism;2802
Sh. K.C. John; Director Institute of Journalism;2803
Sh.K.C John; Thiruvananthapuram Malayala;2804
Sh.K.C John; Direc-tor Institute of Journalism;2805
Sh. K.C John; Director Institute of Journalism;2806
Sh. K.C John; Direc-tor Institute of Journalism;2807
Sh. Zameer Ahmed Jumlana; Member Indian Union Muslim League;2808
Sh. U.S. Pandey; Telecom District Engineer;2811
Nayab Haider Rizvi; Editor Dost Ki Baat;2812
Sh. Tapan K. Bose; Committee for Initiative on Kash-mir;2813
Sh. H.N. Gohain; Professor of English Guwahati University;2814
Sh. Sukesh C Kajuria; President National Youth Forum;2815
Sh. R L Kain; General Secy. Vichar Manch;2816
Dr. B. R. Ambedkar; Vichar Manch;2816
Sh. R L Kain; General Secy. Dr. BR Ambedkar Vichar Manch;2817
Sh. R L Kain; General Secy. Dr. BR Ambedkar Vichar Manch;2818
Sh. Mohinder Singh Chawla; Secretary Gurudwara Singh Sabha;2819
Sh. Syed Barkat Ali; Chairman Anjuman-Milat-elsamia;2820
Sh. D.D.Goyal; Com-mercial Department;2823
Sh. D D Goyal; Com-mercial Department;2824
Mrs. Manju Sharma; General Secretary U.P Congress Committee;2825
Mrs. Manju Sharma; General Secretary U.P. Congress Committee;2826
Mrs. Manju Sharma; General Secretary U.P. Congress Committee (I);2827
Mrs. Manju Sharma; General Secretary U.P Congress Committee;2828
Mrs. Manju Sharma; General Secretary U.P. Congress Committee;2829
Dainik Paschim Jyoti; Hindi daily;2830
Sh. S. Venugopalan; Trustee Life Eternal Trust;2832
Sh. S Venugopalan; Trustee Life Eternal Trust;2833
Sh. S. Venugopalan; Trustee Life Eternal Trust;2834
Sh. P. Shiv Shankar; Rajya Sabha;2835
M.P.; Rajya Sabha;2835
Sh. P. Shiv Shankar; Rajya Sabha;2836
M.P.; Rajya Sabha;2836
Sh.Prahlad Mishra; SSI;2840
Sh. Shankar Singh; Advocate;2841
Sh. Shankar Singh; Ad-vocate;2842
Sh. Shankar Singh; Advocate;2843
The Chief Editor; Rajasthan Kesari;2845
Sh. M. H. Hedaoo; Executive Officer Nagpur Improve-ment Trust;2848
Editor; Vidarbha Chandika;2848
Sh. K.C. Arora; Press Reporter;2849
Mr. Balvinder Singh Khosa; District Youth Co-Or-dinator;2854
Shri Naresh Kumar Sharma;c/o Shiv Diary;2856
Shri Madhukar Tan-don; IPS;2857
Chairman; Jai Hind Educational Trust;2859
Pandit Dayanand Jha;Priest Shiva Shani Mandir;2860
Editor; Nav Bharat Times;2860
Pandit Dayanand Jha; Priest Shiva Shani Mandir;2861
Editor; Times of India;2861
Sh. Zahir Zaidi; Shia Point;2862
Sh. Shyam Aggarwal; Treasurer Jan Adhikar Abhiyan;2863
Sh. Shyam Aggarwal; Treasurer Jan Adhikar Ab-hiyan;2864
Sh. Kamta Prasad Push-pak; Press Reporter;2865
Sh. G. Velot; Project Director Dumez Sogea-Borie-Sac;2866
Sh. Mahendra Kumar; Proprietor Shankar Namkeen Bhandar;2867
Sh. Mahendra Kumar; Proprietor Shankar Namkeen Bhandar;2868
Shaikh Mahboob; Press Reporter;2869
General Secretary; Beconganj Goldsmith Union;2875
Nadeem; Urdu daily;2877
Sh. M A Hadi; Secretary HEH The Nizam's Trust;2878
Sh. S R Kaushal; General Secretary Silver Stone Co-operative Society;2881
Sh. K. K. Arora; Vice Chairman J N Educational Society;2884
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2885
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2886
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2887
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2888
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2889
Sh. K. K. Arora; Vice-Chairman J N Educational Society;2890
Sh. Prasanta Chatterjee; President East Calcutta District Sports Council;2892
Editor; The Times of India;2895
Chief Editor;of Pratah Kamal;2897
Sh. Chandra Sarma; Soil Conservation Department;2898
Joint Director; Soil Conservation Department;2898
Sh. Giriwar Pandey; Minister of State Institutional Finance Programme Implementation and Industries;2899
Sh. S. P. Gupta; Acting C&MD Bongaigaon Refinery & Petrochemicals Ltd.;2901
Sh. M. L. Devnath; Maark Pharmaceuticals;2902
Sh. B. K Singh; Branch Manager Bank Pirari;2903
Secretary; The Bal-Bhawan Society;2907
Sh. S. C. Parasher; Secretary General Indian Council of World Affairs;2908
Sh. Saran Prasad; Chairman Town Area Committee;2909
Deputy General Manager; Indian Ordnance Factory;2913
Director; G. B. Pant Hospital;2914
Sh. S.F.H. Naqvi; President Doordarshan News Professionals Association New Delhi;2916
Sh. D. N. Bhatt; Regional Director Forest Conser-vation;2917
Sh. S. Ramakrishnan; the then I G Police Pondicherry;2918
Sh. Mohinder Singh Chawla; Secretary Gurudwara Singh Sabha;2919
Sh. Mohinder Singh Chawla; Secretary Gurudwara Singh Sabha;2920
Secretary; Matru Sewa Sangh;2921
Secretary; Matru Sewa Sangh;2922
The President; Gondwana Samaj;2928
The President; Gondwana Samaj;2929
The President; Gondwana Samaj;2930
The President; Gondwana Samaj;2931
Office Manager;of the Simbhaoli Sugar Mills Limited;2932
Sh. S. S. Bisht; Manager Garhwal Mandal Vikas Nigam Ltd.;2933
Sh. D P Singh; Deputy Director National Soil Con-servation (Agriculture) Directorate;2934
Sh. D. P. Singh; Deputy Director National Soil Conservation (Agriculture) Directorate;2935
Sh. J. P. Bhatnagar; Editor Mastana Jogi;2938
Secretary; Keshtriya Sri. Gandhi Ashram;2939
Chief Editor; Warning Express;2939
Sh. Geeta Prasad Singh; General Manager District Industries Centre;2940
Dr. S. K. Kacker; Director AIIMS;2942
Execu-tive Editor;and Reporter of Indian Express;2942
Shri. Joseph Dias;Special Executive Magistrate and President of Christian Revival Oriented Social Service Bombay;2943
Sh. Dinesh Bhai Trivedi; M.P. Rajya Sabha;2944
Shri Dinesh Bhai Trivedi; MP Rajya Sabha;2945
Sh. Ramchander Choudhary; Director General I&PRD;2949
Sh. V.B. Sinha; Vice-Chancellor National University of Electro Complex Homeopathy;2952
Dr. K.N. Pandey; Works Manager/Admn. Ordance Factory;2954
Shri Rajiv Gautam; Chairman & MD Jabalpur Tractors Ltd.;2955
Sh. C.K. Shinde; Instructor Home Guard;2956
Smt. Malati Shivashankar Pol; Assistant Director Women & Child Welfare Department;2957
Dr. Ravishankar; Deputy Director Department of Animal Husbandary;2958
Sh. Akhtar Hussain; President Samajwadi;2961
Akhtar Ansari; President Samajwadi;2961
Sh. Bhawani Singh; Regional Manager JVG Finance Ltd.;2962
Dr. N.K. Grover; National President Indian Medical Association;2963
Dr. Vijay Kumar Arora; Chairman Department of Surgery;2964
Ms. Bindia Sahagal; Project Manager Wildlife Protection Society of India;2965
Dr. Banwari Lal; Director Delhi Public Library;2966
Sh. V Sarma Rao; IAS;2967
Sh. R.S. Gupta; Inspector General of Prisons;2969
Sh. Sunil Kumar; Law-Office-cum-Public Relations Officer;2970
Sh. D Mukopadhyay; Director Public Relations Ministry of Railways;2971
Sh. F Pahnuma; Managing Director DSCF & DC;2972
Sh. Shoyab Ahmed;through SA Siddiqui & Associates;2974
Sh. R Poornalignam; IAS;2976
Sh. S Ramasundram; IAS;2976
Sh. S Anandaram; IPS;2978
General Secretary; Consumer's Assistance & Welfare Centre;2979
Sh. B Pal; Secretary GMSD Workers' Union;2980
Sh. S Bandyopadhyay; GMSD Employees Union;2980
Dr. Ishwar Singh; Head of the Journalism and Mass Communication Department;2983
Sh. Karamjit Singh; President Sunnyvilla Co-operative House Building Society Ltd.;2984
Sh. I M Mathur; Executive Engineer Transport Centre Division;2985
Smt. Mallo Rani; General Secretary Social Education Teachers Association;2986
Sh. Ranbir Singh; General Manager (Excise) Government of NCT to Delhi;2987
Sh. Anand Singh Bisht; Secretary Jakeshwar Shikshan Sansthan;2994
Sh. H.H. Kidwai; Sr. General Manager Malvika Steel Ltd.;2995
Prof. S.B. Singh; Chief Director Finance and Management Institute;2997
Sh. Justice R.B. Mehrotra;(Retd.) President People Union for Civil Liberties;2998
Sh. Suresh Akhouri; President Indian Journalists Union;2999
Editor; The Times of India;2999
Sh. S.K. Pandey; President Delhi Union of Journalists;3000
Editor; The Times of India;3000
Sh.M.K. Jos; Member & Spokesman All Goa Citizens for Social Justice & Action;3002
Sh. S.S. Kamath; Secretary ICDS Ltd.;3005
Shri S S Kamath; Secretary ICDS Ltd.;3006
Sh.S Ramakrishna; Supdt. of Police;3007
Sh.S Ramakrishna; Supdt. of Police;3008
Sh.K. Thirumalai; Director (Technical) Finolex Industries Ltd.;3009
Dr. PK Singhai; Medical Officer Cantt. Central Hospital;3011
Shri Anil Tripathi; Bureau Chief Dainik Bhaskar;3012
Shri Sunil Agnihotri; Sub-Editor Dainik Bhaskar;3013
Sh.KL Khairkar; Sr. Supdt. of Post Offices;3015
Smt. Sunanda Das; Secretary Blue Cross Society of Pune;3017
Thakur Chandra Bhushan Singh; Hony. Secretary Deep Sahakari;3024
Sh.J.S. Majumdar; Secretariat Member Bihar State Committee;3025
Sh. Er. Hukum Meena; IAS;3026
Sh.Zakar Hussain; Director National Education Foundation;3028
Sh. B.K. Kaul; Cantonment Executive Officer;3029
Sh.K.G. George; Managing Trustee Bethal Charitable Trust;3030
Sh. Amar Singh Nishad; Advocate;3032
Sh. Amar Singh Nishad; Advocate;3033
Prof. Manubhai Shah; Managing Trustee Consumer Education and Research Centre;3034
Chairman; Sharda Shiksha Samiti;3035
Chairman; Sharda Shiksha Samiti;3036
Thakur Chandra Bhushan Singh; Hony. Secretary Deep Sahakari Grih Nirman Samiti Simit;3037
Sh. Vinayak Nikam; Shiv Sena;3039
Sh.Shivajirao Lomte; Advocate and Notary Public;3040
Sh. Anil Kumar Tripathi; Correspondent Dainik Bhaskar;3041
Sh. Ashok Noronha; Director M.P.Laghu Udyog Nigam Ltd.;3042
Editor; Nav-bharat Times;3046
Sh. C Chennigappa; MLA;3047
Sh. Ram Prakash; Under Secretary Lucknow Development Authority;3049
Sh. Ashok Bhattacharya; Minister-in-charge Municipal Affairs Department;3051
Editor; Ananda Bazar Patrika;3051
Sh. Mahabir Singh; Additional Deputy Commissioner of Police (Security);3055
Major B.D. Gupta; Superin-tending Engineer Constn. Circle No. 1;3056
Dr. S.E. Anjaneyulu; Manjary Nursing Home;3058
Dr. S.E. Anjaneyulu; Manjary Nursing Home;3059
General Manager; Telecommunications;3060
Mrs Rachel Chatterjee; IAS;3061
Smt. Rita Verma; M.P. through Supreme Court;3062
Smt. Suchitra A Chitala; Advocate Supreme Court;3062
Sh. V.K. Duggal; IAS;3063
Dr. Tariq Mansoor; Secretary AMU Staff Association & Club;3064
Sh. Balraj Puri; Working Chairman Regional Autonomy Committee;3065
Director, Public Relations; Chandigarh Administration;3066
Dr. Dinesh Chandra; Director G.B. Pant Hospital;3067
Sh. Hardev Singh; Ghaziabad Municipal Corporation;3068
Chief Municipal Officer; Ghaziabad Municipal Corporation;3068
Editor; Dainik Hint;3068
Sh. Hamid Hussain; Incharge Telephone Centre;3069
Sh. Arvind Kumar, Jr.; Telecommunication Officer;3073
Editor; Doon Dwar;3073
Shailendra Dixit; Chief Editor Dainik Aaj.;3075
Sh. Nirmal Kumar Joshi; Member Zila Panchyat;3077
Sh. Arun Sinha; Navhind Papers & Publications Ltd.;3079
Sh. S.C. Gupta; Director Baron International Ltd.;3080
Smt N Laxmi Parvathi; President NTR Telegu Desam (LP);3081
Sh. V Ramachandraiah; IPS;3082
President; ISKCON;3085
Sh. Y Baburaju; Sub-Inspector Police Station;3088
Shri R.K. Prasad Rao; First Division Officer;3089
Shri S.N. Linga Raju; Police Constable;3090
Sh. Philipose Mathew; Reporter Coffee Land Newspaper;3091
Sh. Philipose Mathew; Reporter Coffee Land Newspaper;3092
Shri Ashok Dhafwad; Ex-MLA;3094
Sh. Ashok Dhawad; Ex-MLA;3097
Shri Dev R Sud; Senior Vice President Finolex Industries Ltd.;3098
Shri A.B. Malekar; Secretary Maharashtra Public Service Commission;3099
Sh. Samasekhar Sundram; Junior Assistant Editor The Times of India;3100
Sh. Samasekhar Sundram; Junior Assistant Editor The Times of India;3101
Shri Kumar Shinde; Superintendent of Police;3102
Editor; Marathi Daily;3102
Dr. B.K. Upadhyay; Superin-tendent of Police;3105
Sh. Mohan J Purswani; General Secretary Akhil Bhartiya Sena;3106
Sh. M.G. Wagle; Chairman Consumer Guidance Society of India;3107
Smt. Shyama Parkhi; Councillor Municipal Council;3108
Chief General Manager; South Eastern coalfields Ltd.;3109
Sh. Koteshwara Rao Cetty; Superintendent Industrial Tribunal-cum-Labour Court;3115
Sh. R.S. Arora; Hon. Secretary N.S.C.T. Mumbai;3116
Ms. Sumita Singh; Administrator HUDA;3119
Ms. Sumita Singh; Administrator HUDA;3120
Ms. Margaret Alva; M.P.;3121
Ms. Margaret Alva; M.P.;3122
Dr. R. K. Nayak; IAS;3125
Sh.S.S. Gill; Ex-Chief Executive Prasar Bharati;3126
Sh. R.S. Arora; The National Sports Club of India;3127
Hon. General Secretary; The National Sports Club of India;3127
Sh. V.K. Sharma;. Deputy General Manager Tansen Hotel;3130
Sh. Ramji Mahajan; Minister for Jail & Backward Community Welfare;3131
Dr. J.K. Dani; President Indian Medical Association;3132
Sh. Sharat Chandra Jethi; Sr. Divisional Commercial Manager Central Railway;3133
Sh. Pawan Kumar Bansal; Chief Executive Capital Meters Ltd.;3134
Sh. Subhash Saxena; Additional Chief Judicial Magistrate Railway;3137
Sh. Satish Girja; Secretary Nav Bharat Jagriti Kendra;3139
District Magistrate;and Superintendent of Police;3141
Sh. Anoop Kumar; Telecom District Engineer;3142
Sh. Suresh Chandra Jha; Vice President Dhanbad District Congress Committee;3143
Sh. SS Mehta; Member Krishi Utapadan Bazar Samiti;3145
Sh. S K Das; Secretary ITC;3147
Sh. Suren Kumar Dash; IAS;3150
Sh. Suren Kumar Dash; OAS;3151
Sh. Suren Kumar Dash; OAS;3152
Principal; DIET;3160
Principal; DIET;3161
Shilpa Bharati; Bengali Fortnightly;3165
Sh. Vikas Deshlehra; Dhar Coal Products (P) Ltd.;3169
Sh. Doman Singh Nagpure; MLA M.P.;3170
Sh. Mohd. Haneef Siddiqui; Advocate;3174
Sh. Dinesh Jain; Flex Group of Industries;3175
Vice President; Flex Group of Industries;3175
Sh. Rajesh Kumar; General Manager Telecom;3177
Sh. DK Choudhary; Under Secretary to the Government of Assam;3181
Sh. Pahlajraj Bhawandas Vanjani; President Central Panchayat;3182
Fr. Alex Gabriel; Catholic Ashram;3183
Col. S Chaudhary; Eastern Command;3184
Fr. Thomas Anchanikal; Administrator St. Michael's Cathedral;3185
Fr. Thomas Anchanikal; Administrator St. Michael's Cathedral;3186
Sh. Ashish Gupta; Superin-tendent of Police;3187
Sh. Ashish Gupta; Superintendent of Police;3188
Shri P.K. Chatterji; Eastern Railway;3201
Div. Railway Manager; Eastern Railway;3201
Shri Sudhir Ranjan Majumdar, M.P.; Rajya Sabha;3203
Secretary; State Elec-tion Commission;3204
Asomiya Pratidin; Assamese daily;3204
Managing Editor; The North-East Times;3206
Shri Jyotidev Goswami; North-East Frontier Railway;3207
Chief Public Relations Officer; North-East Frontier Railway;3207
Shri Atul C. Marak; Hon'ble GAD Minister Govt. of Meghalaya;3208
Dr. V.R. Gudka; President Nadiad Medical Associ-ation;3210
Dr. K.D. Jeswani; M.P. Lok Sabha;3210
Managing Director; Kadamba Transport Corporation Ltd.;3211
Shri M.K. Jos; Mem-ber & Spokesman All Goa Citizens Committee for Social Justice & Action;3212
Shri C.L. Banthia; Company Secretary Eureka Forbes Ltd.;3213
Shri C.K. Raolji; MLA;3214
Chief Public Relations and Publicity officer; LIC of India;3215
Shri P. Khanna; Director National Environmental Engineering Research Institute;3216
Shri Chainsukh Sancheti; MLA;3217
Shri M.D. Shaikh; Editor Bandhuprem;3218
Shri Gulamus Saklain; Proprietor Taj Opticals;3220
Dr. K.N. Pandey; Works Manager (Admn.) Ordnance Factory;3221
Addl. General Manager PER; Ordnance Factory;3222
Dr. K.N. Pandey; Works Manager (Admn.) Govt. of India;3224
Shri George Verghese; General Manager Indian Express (Bombay) Ltd.;3228
Shri G.D. Pol; Office of the Commissioner and Special IGP;3230
Shri George Pinto; M/s. Print India;3235
Shri K.R. Deshmukh; Secretary Maharashtra State Service Commission;3236
Shri K.R. Deshmukh; Secretary Maharashtra State Service Commission;3237
Shri K.R. Deshmukh; Secretary Maharashtra State Service Commission;3238
Shri K. Somanathan; General Manager Godrej Soap Ltd.;3241
Shri S.H. Akhtar; President Waqf;3242
Shri Raghunath Patnaik; Minister for Law Govt. of Orissa;3243
Mr. Justice D.S. Mathur; Chief Justice U.P.;3244
Shri Gurmal Singh; Journalist Jagbani;3247
Shri Rakesh Kumar; Singla Enterprises;3249
Dr. N. K. Sharma; Reader Maths Department;3252
Shri Banwari Lal; Member Municipal Councillor;3253
Shri A.C. Padhi; Joint Secretary UPSC;3254
Shri A.C. Padhi; Joint Secretary UPSC;3255
Major General Vombatkere; Additional Directorate General Discipline & Vigilance;3256
Secretary & Fi-nancial Controller; Star Hotels Ltd.;3258
Mrs. Adarsh Misra; Joint Secretary Ministry of Health & Family Welfare;3259
Shri V.K. Saxena; Brig. DDGMIL;3260
Shri Sukdeo Paswan; M.P. Lok Sabha;3264
Shri P.P. Singh; Department of Education;3265
Dr.. Amit Banerjee; Prof. of Cardiothoracic Surgery G.B. Pant Hospital;3266
Editor; Hindustan Times;3266
Shri Bhagwandas; Devi Ahila Vishwavidhyalaya;3267
Shri Ramesh Chander Thagela; Infor-mation & Public Relations Depart-ment;3268
Assistant Director; Infor-mation & Public Relations Depart-ment;3268
Dr. Joginder Singh; Guru Nanak Homeo Clinic;3269
Shri R.P. Singh; Sr. Personnel Officer Obra Thermal & Hydel Projects;3270
Dr. (Smt.) Alka Sharma; Medical Officer Women's Hospital;3271
Shri Romit Chatterji; Vice President Corporate Affairs Shaw Wallace & Co. Ltd.;3272
Shri Sahbzada Md. Wasi Ahmed Shah; Secretary Mysore Family Fateha Fund Committee;3273
Secretary; Sub-Divisional Advocates Association;3274
Assistant Information Director; Govt. of U.P.;3276
Smt. Munni Devi Saini; President Nagar Palika Parishad;3277
Shri M.P. Jain; Consulting Engineer;3280
Shri Safdar Raza Khan; Former MLA;3281
Shri Swami Nath Nigam; Superintendent of Police;3282
Shri Raj Kumar; Ex-MP Lok Sabha;3283
Shri Sudhir Kumar; District Collector;3287
Director; J.E.E.;3288
Convenor; J.E.E.;3288
Director; J.E.E.;3289
Convenor; J.E.E.;3289
Shri Har Kanwal Korpal; Correspondent of Daily Ajit;3290
Proprietor; Navodaya Bal Vidhyalaya;3291
Shri S.P. Khadgawat; Additional Supdt. of Police;3292
Shri S.P. Khadgawat; Additional Supdt. of Police;3293
Smt. Nirmal Lathur; Distt. Education Officer;3294
Shri S.C. Chaturvedi; Vice President (Corporate Affairs) Som Distilleries Ltd.;3298
Chief Editor; Van Samudai Daily;3298
Shri J.C. Kabirpanthi; Administrative Officer Medical College Hospital Jabalpur;3299
Shri D.K. Shrivastava; Dy. General Manager Admn. Ord-nance Factory;3300
Thiru R. Balakrishnan; IAS;3301
Shri P. Radhavan; Freedom Fighter and Social Worker Secunderabad (through Ministry of I & B;3303
Shri S.R. Sukumara; IPS;3304
Shri S.R. Sukumara; IPS;3305
Andhra Jyoti; Telugu Daily;3305
Shri Nasir Zaidi; Pacific Travels;3306
Shri Ranbir Singh; General Manager (E) Office of the Commissioner of Excise;3314
Dr. N. K. Grover; National President Indian Medical Association;3315
Vijay Kumar Arora; Chairman Deptt. of Surgery;3316
Dr. M.L. Sachdeva; Lok Nayak Hospital;3317
Chief Medical Officer; Lok Nayak Hospital;3317
Addl. Tehsildar; Tehsil Sadar;3318
Shri P.K. Raghav; Principal Northern Railway Zonal Training Centre;3319
Shri Raghu Thakur; Samajwadi Party;3320
Dr. Nirmal Kumar; Reader Deptt. of Military Studies;3321
Lt. Gen. K.P. Candeth; PVSM (Retd.);3322
Editor; Sputnik;3323
Shri Venthan Bosco; Canadian High Commission;3327
Shri Vinay Vasishtha; Joint Secretary Ministry of Ship-ping;3328
Ms. Ashalata; Sec-retary Akhil Bhartiya Janwadi Mahila Samiti;3329
Shri Ved Prakash; 65 Road Construction Company;3332
Major Command Officer; 65 Road Construction Company;3332
Shri Khaleefa Jasram; Joint Secretary Wrestling Federa-tion of India;3336
Shri G. G. Saxena; Secretary to the Ministry for Trans-port and Excise;3338
Shri P. Sudhakaran; Distt. Secretary CPI (M);3339
Dr. Renuka Vishwa-nathan; Managing Director Karnataka State Financial Corpo-ration;3341
Ms. Amita Prasad; District Magistrate;3342
Shri H.R. Channabasavaradhy; Secretary VSSN Baraka Tumkur Distt.;3343
Shri H.R. Channabasavaradhy; Secretary VSSN Baraka Tumkur Distt.;3344
Shri H.R. Channabasavaradhy; Secretary VSSN Baraka Tumkur Distt.;3345
Dr. Jitendra Singh; Special Correspondent Nonihal weekly;3346
Secretary; Indian Tea Association;3349
Shri P. Dayachari; Managing Director A.P. Dairy Development Co-operative Feder-ation Ltd.;3351
Shri C.K. Mishra; IAS;3353
Dr. D.V. Prabhu Kumar; Managing Director Shri Shakti Resorts & Hotels Ltd.;3354
Shri S.C. Kakar; Managing Director Orissa Drugs & Chemicals Ltd.;3355
President; Zilla Samajwadi Party;3358
Dr. Idress Qureshi; Secretary Khusro Educational So-ciety;3359
Dr. Idress Qureshi; Secretary Khusro Educational So-ciety;3360
Dr. J.N. Pandey; Director General Indian Council of Child & Women Relief;3361
Shri Nawab Ali Khan; Chief Editor Hindi daily;3362
Editor; Nishpaksh Media;3362
Shri Jaswant Singh; President Netaji Subhash Modern Sports Club;3365
Personal Manager; Voltas Ltd.;3366
Shri Krishan Pal Singh; National General Secretary Akhil Bhartiya Dr. Ambedkar Int-Bhatta AVM General Labour Union;3368
Shri J.S. Attri; Ad-vocate;3369
Shri Girdhari Lal Mahajan; District Public Relations Officer;3377
Shri V.A. Pai; Director Centre for Policy Research;3378
Panandiker; Director Centre for Policy Research;3378
Shri Rajesh Jain; Editor Panipat News;3379
Shri Vinod Panchal; Correspondent Jansatta Chandigarh and Rashtriya Sahara;3379
Shri Jagat Pal; Head Textiles Workers Association;3380
Shri Kesari Sharma; Correspondent Dainik Jagran;3380
Shri M.K. Jos; Mem-ber & Spokesman All Goa Citizens Committee for Social Justice and Action;3385
Dr. Narendra Nath Dutta; Managing Director Down Town Hospital Ltd.;3387
Shri Joginder Singh; Manager Government of India Press;3388
Shri G. Vasudeva Rao; General Manager (C) The Printer (Mysore) Ltd.;3389
Shri Mukundan C. Menon; Convenor Kerala Civil Liberties Committee;3390
Shri Vincent Godine; Editor My Doctor;3391
Shri S.N. Bhargava; Director of Income Tax;3392
Shri S.N. Bhargava; Director of Income Tax;3393
Dr. Rakesh Tandon; AIIMS;3394
Editor; Dainik Jagran;3397
Shri Mahendra Yadav; Vice President Zila 20 Sutri Karyakaram Karyanavayan Samiti;3399
Shri Asit Banerjee; Computer System Services;3402
Shri R.S. Gandhi; Chairman Kinara Transport Ser-vice;3407
Shri R.S. Gandhi; Chairman Kinara Transport Ser-vice;3408
Shri R.S. Gandhi; Chairman Kinara Transport Ser-vice;3409
Shri. Hemant B. Vyas; Managing Director The Prag Bosimi Synthetics Ltd.;3415
Shri Keshav Bhimrao Telang; District Special Auditor for Co-op. Society;3416
Shri Keshav Bhimrao Telang; District Special Auditor for Co-op. Society;3417
Shri D.G. Malekar; Exec. Engineer Public Work Division;3418
Shri N.S. Shegokar; Deputy Engineer and Public Work Division;3418
Shri A.S. Borse; Jr. Engineer of Public Work Division;3418
Shri D.G. Malekar; Exec. Engineer Public Work Division;3419
Shri N.S. Shegokar; Deputy Engineer and Public Work Division;3419
Shri A. S. Borse; Jr. Engineer of Public Work Division;3419
Shri D.G. Malekar; Exec. Engineer Public Work Division;3420
